Brand;Price;Ram;CPU;GPU;Display;Storage
ASUS;124900;32;4300,12;0,00;46,75;2142,86
HP;41900;16;2031,02;3,89;11,28;548,57
HP;36900;8;2031,02;3,89;11,28;274,29
Dell;57366;8;3924,67;0,00;35,04;1097,14
HP;64999;16;3540,62;0,00;25,99;466,67
ASUS;184900;64;0,00;202,74;66,69;2142,86
HP;169194;16;3979,98;63,59;30,14;548,57
Lenovo;53999;4;3059,80;0,00;32,40;548,57
Lenovo;57900;8;0,00;0,00;35,04;548,57
ASUS;128400;8;970,37;0,00;43,99;2142,86
Lenovo;95499;12;3370,68;0,00;12,68;4285,71
Lenovo;78900;20;3059,80;0,00;28,75;2142,86
HP;331900;32;3279,53;52,01;25,99;16285,71
HP;180900;32;3540,62;0,00;32,40;4285,71
Acer;64999;8;3801,17;0,00;28,75;548,57
HP;152499;64;3540,62;0,00;11,28;2142,86
HP;103900;32;4036,08;0,00;46,75;2142,86
HP;76499;32;3138,05;0,00;12,68;4285,71
HP;83900;16;3279,53;0,00;25,99;1097,14
ASUS;362900;32;5209,73;0,00;85,19;8571,43
Acer;47900;8;3279,53;0,00;32,40;1097,14
HP;47999;8;0,00;0,00;32,40;548,57
MSI;318999;32;4084,38;0,00;28,75;8571,43
HP;111500;16;3279,53;0,00;11,28;933,33
ASUS;99999;16;4161,73;0,00;99,23;1097,14
ASUS;410999;64;6233,67;0,00;85,19;8571,43
HP;169900;16;3540,62;0,00;11,55;933,33
HP;74900;16;3279,53;0,00;11,28;4285,71
HP;77999;24;3059,80;0,00;25,99;466,67
HP;38900;8;1864,72;3,89;11,28;274,29
MSI;639900;128;6233,67;0,00;94,73;8571,43
Acer;34795;8;3059,80;0,00;28,75;274,29
MSI;112300;8;3416,99;0,00;46,75;1097,14
HP;62999;16;3801,17;0,00;11,28;1097,14
Dell;113900;32;4233,09;0,00;28,75;2142,86
HP;146999;32;4681,43;0,00;68,76;2142,86
MSI;129900;32;3300,89;0,00;46,75;4285,71
HP;93900;8;3801,17;0,00;32,40;548,57
MSI;81900;16;3300,89;0,00;28,75;1097,14
ASUS;117900;32;3218,12;0,00;43,99;2142,86
Acer;68900;12;3801,17;0,00;28,75;548,57
Dell;69900;8;4233,09;0,00;35,04;2142,86
ASUS;135900;40;4653,22;0,00;36,79;2142,86
Acer;435900;32;4084,38;0,00;69,12;8571,43
Gigabyte;270900;64;4681,43;0,00;129,57;4285,71
MSI;178499;32;4681,43;0,00;46,75;4285,71
ASUS;101899;40;4681,43;0,00;36,79;4285,71
Acer;204900;64;4084,38;0,00;69,12;4285,71
Lenovo;232999;32;5329,44;0,00;69,12;2142,86
HP;39999;16;1810,09;2,64;11,53;137,14
HP;179999;32;5209,73;0,00;59,47;4285,71
MSI;155900;24;5157,91;0,00;46,75;2142,86
Lenovo;164999;16;4084,38;0,00;28,75;2142,86
HP;118900;32;4233,09;0,00;28,75;2142,86
Acer;94900;16;3133,96;0,00;46,75;466,67
Lenovo;119900;40;3801,17;0,00;28,75;4285,71
Lenovo;51491;8;1995,10;2,64;25,10;274,29
HP;68499;8;3059,80;0,00;11,28;2142,86
MSI;329900;32;6043,23;0,00;85,19;8571,43
ASUS;129999;64;4300,12;0,00;46,75;4285,71
Acer;66999;8;3279,53;0,00;32,40;274,29
Acer;100999;8;3133,96;0,00;46,75;466,67
Lenovo;99598;8;3801,17;0,00;32,40;548,57
ASUS;193900;32;4274,23;0,00;36,79;4285,71
HP;214999;48;3979,73;0,00;35,04;4285,71
Acer;92000;24;3279,53;0,00;32,40;1097,14
Lenovo;97500;16;3801,17;0,00;35,04;548,57
Acer;169900;64;4084,38;0,00;46,75;2142,86
Acer;281900;36;3540,62;0,00;28,75;16285,71
Dell;84999;8;3133,96;13,62;28,75;1097,14
HP;109999;8;3801,17;0,00;28,75;4285,71
HP;51900;16;3059,80;0,00;11,28;2142,86
HP;128500;16;3279,53;0,00;11,28;233,33
ASUS;149900;16;0,00;0,00;61,64;2142,86
Dell;195000;16;3979,73;0,00;32,40;1097,14
Apple;349738;64;3494,23;0,00;60,01;2142,86
HP;39900;8;1864,72;3,89;11,28;548,57
HP;34900;8;2031,02;3,89;11,28;274,29
HP;68999;8;3279,53;0,00;28,75;548,57
Lenovo;144999;16;3979,73;0,00;44,55;4285,71
Lenovo;107400;16;3279,53;0,00;32,40;2142,86
ASUS;171900;24;4653,22;0,00;52,64;1097,14
LG;149699;32;4442,10;0,00;35,04;2142,86
ASUS;84999;16;3940,23;0,00;85,08;2142,86
Lenovo;47999;8;3801,17;0,00;32,40;548,57
ASUS;251900;16;5209,73;0,00;85,19;4285,71
ASUS;374900;32;6427,28;0,00;85,19;4285,71
Aorus;249995;16;4681,43;0,00;90,27;2142,86
HP;177900;16;4221,91;0,00;46,75;1097,14
ASUS;156900;16;4491,93;0,00;30,14;4285,71
ASUS;123899;16;3218,12;0,00;43,99;1097,14
HP;144900;64;4233,09;0,00;32,40;8571,43
HP;30900;8;1810,09;2,64;11,53;137,14
HP;52999;8;2253,44;11,05;32,40;548,57
ASUS;85899;8;3218,12;0,00;43,99;1097,14
HP;45888;12;3059,80;0,00;11,28;1097,14
HP;44900;32;2031,02;3,89;11,28;2142,86
ASUS;104900;16;4681,43;0,00;30,14;1097,14
ASUS;44399;8;2718,60;0,00;12,68;548,57
Dell;63320;16;4036,08;0,00;41,61;2142,86
HP;82900;12;3138,05;0,00;25,99;1097,14
Dell;108900;32;3979,73;0,00;28,75;2142,86
Acer;146499;32;4084,38;0,00;46,75;466,67
Acer;141499;16;4084,38;0,00;46,75;933,33
Aorus;352900;32;4681,43;0,00;66,69;4285,71
Lenovo;62900;16;3801,17;0,00;13,20;2142,86
ASUS;199900;64;0,00;202,74;66,69;2142,86
HP;210900;64;5139,14;0,00;84,83;2142,86
HP;171900;32;4814,25;0,00;25,99;8571,43
HP;202900;64;4233,09;0,00;25,99;4285,71
Acer;86400;16;3133,96;0,00;46,75;2142,86
MSI;434900;16;5069,15;0,00;90,27;8571,43
MSI;560400;32;4681,43;0,00;82,76;8571,43
Lenovo;139900;16;3979,73;0,00;92,80;4285,71
Lenovo;52900;20;408,69;11,05;11,28;4285,71
LG;196900;32;4442,10;0,00;46,62;8571,43
HP;118999;16;3540,62;0,00;11,28;1097,14
HP;204900;32;4681,43;0,00;43,99;8571,43
MSI;169999;64;4084,38;0,00;46,75;2142,86
Lenovo;46999;8;3279,53;0,00;13,20;1097,14
Acer;121900;64;3924,67;0,00;28,75;4285,71
Acer;203999;64;4084,38;0,00;46,75;8571,43
HP;74990;12;3966,33;0,00;25,99;1097,14
HP;86900;24;3966,33;0,00;25,99;2142,86
HP;51900;12;3059,80;0,00;11,53;548,57
ASUS;73999;20;2253,44;11,05;32,40;2142,86
HP;137900;8;3811,79;0,00;27,85;1097,14
Lenovo;39999;16;3059,80;0,00;32,40;2142,86
ASUS;202900;24;0,00;0,00;66,69;4285,71
ASUS;239999;64;5157,91;0,00;52,64;4285,71
ASUS;169900;32;0,00;0,00;66,69;4285,71
HP;82656;48;3059,80;0,00;11,28;4285,71
ASUS;257900;16;0,00;0,00;66,69;4285,71
HP;178900;40;4233,09;0,00;25,99;2142,86
HP;170900;24;4814,25;0,00;25,99;4285,71
HP;148900;16;4814,25;0,00;25,99;1097,14
Lenovo;184900;16;5329,44;0,00;69,12;2142,86
Dell;109900;12;3924,67;0,00;35,04;1097,14
HP;153400;64;3979,73;0,00;25,99;466,67
HP;95900;16;3979,73;0,00;25,99;1097,14
MSI;199900;64;4681,43;0,00;43,99;8571,43
HP;153999;64;3704,22;0,00;32,40;4285,71
Lenovo;67900;20;3059,80;0,00;28,75;1097,14
MSI;231900;16;5209,73;0,00;77,72;2142,86
Dell;129900;32;3540,62;0,00;28,75;4285,71
HP;147900;24;4814,25;0,00;25,99;4285,71
HP;95000;16;3279,53;0,00;11,28;274,29
MSI;172900;32;5157,91;0,00;46,75;4285,71
ASUS;119900;16;3553,24;0,00;46,75;2142,86
ASUS;228900;64;4491,93;0,00;46,75;8571,43
MSI;74900;16;3773,52;0,00;28,75;2142,86
HP;36900;8;1810,09;2,64;11,53;137,14
MSI;599500;128;6233,67;0,00;94,73;8571,43
ASUS;93900;24;3940,23;0,00;25,99;2142,86
ASUS;83900;16;3940,23;0,00;25,99;1097,14
ASUS;59900;16;3059,80;0,00;13,20;1097,14
HP;57999;16;3059,80;0,00;11,28;1097,14
HP;73299;8;3279,53;0,00;28,75;1097,14
HP;157999;32;3979,73;0,00;28,75;4285,71
HP;149900;16;3979,73;0,00;25,99;1097,14
HP;86900;16;3979,73;0,00;11,28;4285,71
HP;105900;24;3924,67;0,00;28,75;1097,14
HP;26265;4;1995,10;2,64;28,75;274,29
HP;54999;32;2031,02;3,89;11,28;2142,86
MSI;183900;32;4491,93;0,00;46,75;2142,86
HP;259900;16;3577,85;0,00;25,99;2142,86
HP;225500;64;3279,53;0,00;11,28;933,33
HP;62999;12;2482,50;0,00;11,28;548,57
HP;149999;16;4681,43;0,00;63,19;1097,14
HP;34199;4;1995,10;2,64;28,75;274,29
Acer;26900;4;2182,62;4,89;12,68;137,14
MSI;91700;8;3300,89;0,00;46,75;1097,14
Lenovo;51455;8;3626,69;0,00;35,04;548,57
Acer;96999;16;4180,51;0,00;46,75;2142,86
HP;113900;32;3940,23;0,00;11,55;2142,86
Lenovo;97499;16;3704,22;0,00;32,40;548,57
HP;142900;8;3279,53;0,00;32,40;548,57
Lenovo;76900;36;3279,53;0,00;28,75;2142,86
Lenovo;119499;16;3924,67;0,00;28,75;4285,71
Lenovo;87999;40;3924,67;0,00;28,75;1097,14
HP;114999;16;4233,09;0,00;28,75;1097,14
HP;310900;64;3279,53;0,00;32,40;8571,43
ASUS;142900;40;4653,22;0,00;36,79;4285,71
ASUS;89900;40;3801,17;0,00;30,14;2142,86
MSI;249999;32;6043,23;0,00;85,19;2142,86
Dell;123599;4;3059,80;0,00;34,49;274,29
HP;231999;48;6008,14;0,00;59,47;8571,43
HP;78900;48;3059,80;0,00;11,28;2142,86
ASUS;73999;8;4036,08;0,00;25,99;2142,86
Lenovo;59900;8;2809,54;0,00;32,40;548,57
MSI;245999;64;4491,93;0,00;46,75;2142,86
HP;27999;8;1995,10;2,64;11,53;137,14
Lenovo;69888;12;3138,05;0,00;28,75;2142,86
Dell;184900;64;4681,43;0,00;30,96;4285,71
HP;111900;24;3940,23;0,00;11,55;1097,14
HP;139900;64;4036,08;0,00;46,75;4285,71
ASUS;214900;16;5058,01;0,00;78,02;2142,86
ASUS;109900;8;4300,12;63,59;25,99;4285,71
Dell;192900;64;4681,43;0,00;41,61;4285,71
Dell;164999;16;4681,43;0,00;41,61;2142,86
Dell;73999;32;3801,17;0,00;30,14;2142,86
HP;104997;16;4233,09;0,00;28,75;2142,86
ASUS;184999;16;5157,91;0,00;52,64;1097,14
Alienware;249900;32;4300,12;0,00;90,27;8571,43
HP;154900;16;3279,53;0,00;32,40;1097,14
Lenovo;124900;16;4233,09;0,00;44,55;1097,14
Lenovo;136900;24;3540,62;0,00;28,75;4285,71
Lenovo;132900;16;3540,62;0,00;28,75;2142,86
Lenovo;96900;16;0,00;0,00;32,40;2142,86
Acer;112400;36;3540,62;0,00;28,75;1097,14
HP;84900;16;3279,53;0,00;28,75;1097,14
Lenovo;473332;32;4869,93;0,00;93,70;2142,86
ASUS;319900;32;6427,28;0,00;77,72;4285,71
Acer;55999;16;3279,53;0,00;32,40;1097,14
MSI;149999;32;4681,43;0,00;90,27;2142,86
Lenovo;164990;64;4036,08;0,00;69,12;4285,71
Dell;207025;16;3357,62;0,00;28,75;548,57
Dell;169999;32;4681,43;0,00;30,96;2142,86
Dell;59900;4;2253,44;11,05;28,75;274,29
HP;79999;16;3279,53;0,00;28,75;548,57
Lenovo;27900;4;2031,02;3,89;11,53;274,29
Lenovo;64888;12;3279,53;0,00;32,40;1097,14
ASUS;109900;16;3601,49;0,00;46,75;1097,14
HP;88002;32;0,00;0,00;46,75;4285,71
HP;82900;32;0,00;0,00;46,75;2142,86
Dell;175700;8;3601,49;0,00;41,61;1097,14
Dell;290000;64;4084,38;0,00;28,75;4285,71
ASUS;39991;12;1952,54;11,05;13,20;1097,14
ASUS;157900;32;970,37;0,00;43,99;933,33
Lenovo;134999;16;3541,15;0,00;32,40;1097,14
HP;63500;12;2997,40;0,00;11,55;466,67
ASUS;14900;4;1995,10;2,64;11,53;137,14
ASUS;20599;4;2182,62;4,89;12,16;137,14
Lenovo;108499;12;2809,54;0,00;28,75;2142,86
HP;289777;32;2737,28;13,62;28,75;1097,14
HP;52900;16;408,69;11,05;12,68;548,57
HP;89933;32;3016,18;0,00;34,49;1097,14
Lenovo;99900;8;3218,12;0,00;41,61;1097,14
MSI;85433;32;4318,57;0,00;32,40;2142,86
MSI;107900;16;3979,73;0,00;28,75;2142,86
Dell;69999;8;3279,53;0,00;28,75;548,57
Lenovo;159900;32;4318,57;0,00;35,04;2142,86
HP;129999;16;4681,43;0,00;63,19;1097,14
Samsung;119900;24;970,53;0,00;28,75;2142,86
HP;91997;8;2809,54;11,88;28,75;548,57
Dell;229900;64;4084,38;0,00;30,96;4285,71
ASUS;39999;4;1995,10;2,64;11,53;685,71
Lenovo;239999;32;3630,74;0,00;121,84;2142,86
HP;59900;16;3279,53;0,00;28,75;2142,86
HP;149900;16;3002,48;0,00;32,40;1097,14
Lenovo;99900;16;3801,17;0,00;35,04;1097,14
HP;76900;32;3279,53;0,00;11,28;4285,71
ASUS;154900;32;4491,93;0,00;46,75;2142,86
HP;43888;8;3138,05;0,00;28,75;274,29
HP;57999;8;2482,50;0,00;11,28;548,57
ASUS;28900;4;0,00;0,00;12,16;68,57
ASUS;12660;4;0,00;0,00;11,53;68,57
MSI;139900;64;4084,38;0,00;43,99;2142,86
ASUS;79999;16;3540,62;0,00;28,75;1097,14
HP;210500;64;3279,53;0,00;11,28;933,33
HP;109999;16;2884,33;0,00;11,55;933,33
ASUS;99999;32;4084,38;0,00;46,75;2142,86
Acer;69900;8;3370,68;0,00;32,40;548,57
ASUS;194900;24;0,00;132,87;68,38;4285,71
Dell;262942;16;3811,79;0,00;41,61;1097,14
Lenovo;82500;8;3811,79;0,00;28,75;1097,14
HP;48700;16;3138,05;0,00;12,68;1097,14
Lenovo;125500;8;3279,53;0,00;35,04;548,57
HP;81900;32;3151,15;0,00;28,75;1097,14
HP;49999;8;2884,33;0,00;11,53;1097,14
HP;31500;4;1995,10;2,64;11,28;466,67
Lenovo;94287;16;3279,53;0,00;37,37;548,57
Lenovo;125577;8;2538,10;11,88;28,75;548,57
Dell;78264;8;3279,53;0,00;34,49;548,57
Acer;72599;8;3151,15;0,00;28,75;1097,14
Dell;89999;16;3344,81;0,00;28,75;548,57
Dell;80261;16;3279,53;0,00;11,28;1097,14
HP;37900;4;2718,60;0,00;11,53;274,29
HP;319900;64;4084,38;0,00;68,76;8571,43
HP;66590;16;3370,68;0,00;28,75;1097,14
Dell;164877;16;3541,15;0,00;28,75;548,57
Dell;92500;16;3357,62;0,00;28,75;1097,14
HP;29402;4;0,00;0,00;12,16;34,29
ASUS;69900;8;2893,02;11,88;13,20;1097,14
Dell;200000;8;1028,27;11,88;11,53;548,57
Dell;127500;8;1083,78;11,88;11,28;233,33
Microsoft;98999;8;2208,61;0,00;51,17;274,29
ASUS;219900;16;0,00;0,00;25,99;466,67
Lenovo;103800;4;0,00;8,64;11,53;233,33
Samsung;82999;16;2186,09;11,88;34,49;548,57
HP;38300;8;0,00;9,92;11,53;274,29
Panasonic;355000;16;2560,37;11,88;13,20;1097,14
ASUS;129900;16;3416,99;0,00;46,75;1097,14
HP;54900;8;2997,40;0,00;32,40;548,57
Lenovo;24999;4;0,00;0,00;25,10;137,14
ASUS;56888;8;0,00;9,92;28,75;466,67
Lenovo;169999;16;1028,27;11,88;88,28;1097,14
HP;150000;8;0,00;8,64;13,20;1097,14
Lenovo;81900;12;0,00;0,00;12,68;548,57
Lenovo;65880;8;0,00;9,92;11,55;466,67
Dell;147500;16;0,00;0,00;12,68;466,67
HP;59900;8;3138,05;0,00;11,28;1097,14
Dell;118900;32;3002,64;0,00;12,68;2142,86
Lenovo;24000;4;358,65;0,00;11,53;274,29
Lenovo;89999;8;2375,46;0,00;28,75;548,57
Lenovo;45900;8;0,00;0,00;13,20;466,67
HP;84999;8;2538,10;11,88;11,53;466,67
ASUS;169900;8;2538,10;11,88;32,40;548,57
HP;24140;4;0,00;2,64;11,53;68,57
Dell;319999;16;168,95;0,00;12,28;1097,14
Dell;48499;8;0,00;9,92;11,28;274,29
HP;118900;64;4233,09;0,00;28,75;8571,43
Acer;219900;64;4084,38;0,00;69,12;8571,43
Acer;468499;32;4084,38;0,00;69,12;17142,86
Acer;311499;32;4084,38;0,00;69,12;4285,71
Dell;150900;16;4681,43;0,00;41,61;2142,86
HP;195900;16;4681,43;0,00;43,99;4285,71
MSI;354499;16;4491,93;0,00;46,75;17142,86
MSI;142900;64;4681,43;0,00;46,75;4285,71
MSI;141499;16;4681,43;0,00;46,75;1097,14
MSI;269999;64;4491,93;0,00;46,75;4285,71
ASUS;63900;16;0,00;0,00;28,75;1097,14
MSI;371999;32;4491,93;0,00;46,75;17142,86
ASUS;51999;12;3059,80;0,00;28,75;548,57
ASUS;172900;32;4346,79;0,00;78,02;1097,14
ASUS;184999;32;4300,12;0,00;69,12;2142,86
ASUS;252999;32;4300,12;0,00;69,12;4285,71
Dell;94999;64;3801,17;0,00;30,14;4285,71
Dell;91900;16;3540,62;0,00;28,75;548,57
MSI;373999;64;4084,38;0,00;28,75;933,33
ASUS;234999;64;5157,91;0,00;52,64;4285,71
ASUS;76999;36;3059,80;0,00;28,75;2142,86
ASUS;73999;20;3059,80;0,00;28,75;2142,86
Alienware;335900;16;4300,12;0,00;90,27;17142,86
Lenovo;99900;32;3540,62;0,00;32,40;4285,71
Lenovo;159995;16;0,00;144,29;69,12;2142,86
Lenovo;139999;16;4180,51;0,00;30,14;2142,86
Fusion5;19999;4;1810,09;2,64;32,13;274,29
Lenovo;117900;16;4180,51;0,00;30,14;1097,14
Lenovo;75999;16;0,00;0,00;32,40;4285,71
HP;144900;8;3279,53;0,00;32,40;548,57
HP;99900;16;4233,09;0,00;25,99;933,33
ASUS;63900;24;0,00;0,00;25,99;4285,71
ASUS;69900;16;3816,33;0,00;12,68;2142,86
LG;166900;16;3540,62;0,00;46,62;1097,14
Lenovo;169900;32;4300,12;0,00;69,12;2142,86
Acer;84900;16;3370,68;0,00;28,75;466,67
MSI;344900;32;5069,15;0,00;90,27;2142,86
Dell;79900;16;3924,67;0,00;28,75;1097,14
Dell;69900;32;3279,53;0,00;28,75;4285,71
Dell;58900;12;3279,53;0,00;28,75;548,57
HP;125900;32;3940,23;0,00;11,55;4285,71
HP;184999;32;6008,14;0,00;59,47;2142,86
ASUS;54900;12;3059,80;0,00;28,75;1097,14
HP;96900;64;3540,62;0,00;11,55;4285,71
HP;87900;32;3540,62;0,00;11,55;2142,86
HP;114999;16;4180,51;0,00;28,75;2142,86
MSI;157900;32;5157,91;0,00;46,75;2142,86
MSI;179900;32;4814,25;0,00;69,12;2142,86
HP;143900;64;3979,73;0,00;28,75;2142,86
Acer;189900;64;4084,38;0,00;46,75;4285,71
LG;182999;16;4180,51;0,00;43,35;2142,86
HP;169900;64;4233,09;0,00;11,55;8571,43
MSI;129900;16;4491,93;0,00;46,75;1097,14
Lenovo;214900;16;6008,14;0,00;85,19;1097,14
Acer;76900;12;3279,53;0,00;32,40;1097,14
HP;30599;16;0,00;2,64;11,53;137,14
Lenovo;235400;64;3035,95;0,00;28,75;2142,86
Acer;139999;32;4180,51;0,00;46,75;1097,14
HP;129900;32;4233,09;0,00;11,55;4285,71
Acer;506499;32;4300,12;0,00;66,69;17142,86
Acer;211999;32;4300,12;0,00;66,69;2142,86
ASUS;76999;12;2849,67;0,00;11,55;466,67
Acer;135999;16;4180,51;0,00;46,75;2142,86
Acer;127999;32;4180,51;0,00;46,75;1097,14
ASUS;105900;48;3801,17;0,00;30,14;4285,71
Acer;69999;16;2797,35;7,31;28,75;2142,86
Lenovo;146499;40;3924,67;0,00;28,75;2142,86
ASUS;159999;16;4300,12;0,00;61,64;1097,14
ASUS;44900;8;3279,53;0,00;28,75;548,57
Acer;165999;32;4681,43;0,00;85,19;4285,71
HP;119900;64;4233,09;0,00;32,40;4285,71
HP;108900;32;4233,09;0,00;32,40;4285,71
Dell;57500;16;3279,53;0,00;28,75;466,67
ASUS;171900;16;4221,91;0,00;36,79;4285,71
ASUS;164900;16;4221,91;0,00;36,79;2142,86
Acer;167999;32;4084,38;0,00;46,75;4285,71
HP;34888;16;1995,10;2,64;11,53;137,14
Dell;231900;16;6008,14;0,00;69,12;4285,71
Acer;150999;32;4084,38;0,00;46,75;933,33
Dell;124900;64;3979,73;0,00;41,61;2142,86
MSI;189900;16;4869,93;0,00;43,99;2142,86
HP;192900;64;4814,25;0,00;25,99;8571,43
HP;236900;32;5438,96;0,00;61,64;4285,71
HP;134900;64;3979,73;0,00;28,75;2142,86
HP;534900;32;4221,91;0,00;46,75;17142,86
Acer;47900;12;473,23;0,00;28,75;1097,14
MSI;253900;32;4084,38;0,00;46,75;8571,43
MSI;280999;64;4491,93;0,00;46,75;2142,86
HP;112900;64;3979,73;0,00;25,99;2142,86
HP;30900;16;1810,09;2,64;11,53;137,14
HP;176900;16;4084,38;0,00;28,75;8571,43
HP;41900;8;1864,72;3,89;11,28;548,57
HP;72999;16;3138,05;0,00;12,68;1097,14
HP;129500;32;3279,53;0,00;32,40;2142,86
ASUS;49900;12;3279,53;0,00;28,75;1097,14
HP;480999;64;6008,14;0,00;77,72;2142,86
HP;27900;8;1810,09;2,64;11,53;137,14
HP;61899;16;2253,44;11,05;11,53;2142,86
HP;72999;16;3704,22;0,00;28,75;2142,86
HP;67900;16;3279,53;0,00;28,75;2142,86
ASUS;52900;4;3279,53;0,00;28,75;548,57
MSI;226999;16;4491,93;0,00;46,75;8571,43
ASUS;361999;64;5157,91;0,00;52,64;8571,43
ASUS;556999;64;5157,91;0,00;52,64;17142,86
Dell;119900;16;3924,67;0,00;35,04;1097,14
Lenovo;72299;16;3801,17;0,00;35,04;1097,14
HP;124999;32;3979,73;35,83;28,75;2142,86
Lenovo;98999;16;2997,40;0,00;32,40;4285,71
Microsoft;187280;16;4016,82;0,00;35,76;1097,14
LG;125900;16;4180,51;0,00;35,04;1097,14
MSI;289500;64;5209,73;0,00;46,75;4285,71
Lenovo;34900;8;3059,80;0,00;13,20;548,57
Lenovo;69900;36;3370,68;0,00;13,20;2142,86
Lenovo;64200;8;3966,33;0,00;30,14;1097,14
Acer;109900;16;4349,91;0,00;43,99;1097,14
HP;144900;64;3924,67;0,00;28,75;4285,71
Dell;204999;64;4681,43;0,00;30,96;8571,43
Dell;110999;64;3979,73;0,00;28,75;2142,86
Acer;37900;8;3059,80;0,00;28,75;1097,14
ASUS;49999;16;3626,69;0,00;12,68;2142,86
ASUS;110900;8;4653,22;0,00;36,79;2142,86
LG;181900;32;4442,10;0,00;46,62;4285,71
LG;196900;32;4442,10;0,00;46,62;8571,43
Dell;69900;16;3924,67;0,00;35,04;1097,14
ASUS;119900;16;4814,25;0,00;100,91;4285,71
ASUS;167900;40;4653,22;0,00;36,79;8571,43
ASUS;130900;40;4653,22;0,00;36,79;2142,86
ASUS;67999;8;3218,12;0,00;12,68;1097,14
ASUS;104900;16;3218,12;0,00;43,99;2142,86
HP;37900;8;2031,02;3,89;11,28;274,29
HP;88900;24;3801,17;0,00;32,40;1097,14
Lenovo;49999;20;3279,53;0,00;13,20;1097,14
HP;78900;8;2091,17;11,05;11,53;548,57
ASUS;89900;16;3940,23;0,00;25,99;2142,86
HP;77499;8;3059,80;0,00;11,28;4285,71
ASUS;259900;64;4221,91;0,00;80,18;8571,43
HP;114900;24;3979,73;0,00;28,75;2142,86
Lenovo;189400;20;4681,43;0,00;51,25;2142,86
HP;76999;12;3540,62;0,00;28,75;548,57
Dell;154900;32;4180,51;11,62;30,14;4285,71
MSI;915400;64;4681,43;0,00;82,76;17142,86
ASUS;80999;8;3370,68;0,00;44,98;1097,14
HP;84900;16;3279,53;0,00;25,99;1097,14
HP;136500;16;3279,53;0,00;11,28;2142,86
HP;259900;64;4681,43;0,00;43,99;8571,43
Lenovo;228900;40;3279,53;0,00;32,40;4285,71
HP;80599;64;3279,53;0,00;32,40;548,57
Dell;95900;32;2907,56;0,00;41,61;2142,86
HP;129262;16;4681,43;0,00;63,19;2142,86
MSI;121400;16;3979,73;0,00;28,75;4285,71
HP;165394;16;3801,17;0,00;35,04;548,57
Dell;279900;16;4084,38;0,00;86,24;2142,86
Lenovo;96999;16;3979,73;0,00;28,75;1097,14
Dell;110000;8;3357,62;0,00;32,40;1097,14
Lenovo;85999;16;4003,89;0,00;30,14;1097,14
Dell;94977;16;4016,82;0,00;32,40;548,57
Acer;79900;16;3133,96;0,00;46,75;1097,14
Acer;147900;32;4036,08;0,00;46,75;2142,86
Acer;71999;20;3059,80;0,00;28,75;2142,86
HP;109999;32;3540,62;0,00;25,99;1097,14
ASUS;176999;32;4221,91;0,00;80,18;2142,86
MSI;213999;32;4491,93;0,00;46,75;2142,86
Lenovo;259900;16;4318,57;0,00;114,05;2142,86
Samsung;129900;24;970,53;0,00;28,75;4285,71
Samsung;129999;32;970,53;0,00;28,75;2142,86
MSI;87900;32;3133,96;0,00;28,75;2142,86
Alienware;179900;16;4681,43;0,00;51,25;548,57
Lenovo;199999;16;4180,51;0,00;92,80;4285,71
HP;99900;8;3279,53;0,00;28,75;548,57
HP;200000;16;1083,78;11,88;32,40;548,57
HP;80399;32;3704,22;0,00;28,75;548,57
LG;162900;16;4180,51;0,00;43,35;2142,86
MSI;68900;8;2809,54;0,00;32,40;1097,14
HP;573999;32;6008,14;0,00;77,72;17142,86
HP;473499;64;6008,14;0,00;77,72;2142,86
HP;182900;32;4681,43;0,00;43,99;4285,71
Dell;211999;64;4681,43;0,00;69,12;8571,43
HP;52900;8;3138,05;0,00;12,68;548,57
Acer;67999;8;3924,67;0,00;28,75;548,57
HP;53900;16;3059,80;0,00;11,28;1097,14
ASUS;189900;16;4681,43;0,00;69,12;4285,71
Lenovo;299900;64;4084,38;0,00;46,62;4285,71
MSI;154999;32;4084,38;0,00;46,75;2142,86
Lenovo;77900;12;3138,05;0,00;12,68;1097,14
Gigabyte;199900;16;4814,25;0,00;129,57;2142,86
HP;73900;16;3279,53;0,00;25,99;548,57
MSI;134900;32;4318,57;0,00;32,40;2142,86
Lenovo;191900;16;4180,51;0,00;35,04;4285,71
HP;101400;16;3279,53;0,00;12,68;4285,71
Gigabyte;167900;16;4681,43;0,00;129,57;2142,86
ASUS;64900;8;3370,68;52,01;28,75;1097,14
Dell;93900;16;3979,73;0,00;28,75;1097,14
ASUS;140900;64;3218,12;0,00;43,99;4285,71
Gigabyte;243400;16;4681,43;0,00;129,57;8571,43
Lenovo;155900;64;4681,43;0,00;28,75;2142,86
Dell;119900;32;3924,67;0,00;28,75;4285,71
Dell;105999;32;3979,73;0,00;28,75;4285,71
Dell;109999;64;3979,73;0,00;41,61;2142,86
Acer;45900;20;3059,80;0,00;28,75;4285,71
ASUS;110900;8;4653,22;0,00;36,79;2142,86
Lenovo;139999;16;3357,62;0,00;32,40;2142,86
Dell;123900;8;4180,51;0,00;30,14;1097,14
Apple;189996;24;0,00;0,00;59,76;1097,14
Acer;159900;32;4084,38;0,00;46,75;2142,86
Acer;189999;32;4084,38;0,00;46,75;4285,71
MSI;79900;16;3133,96;0,00;28,75;1097,14
LG;181900;32;4442,10;0,00;46,62;4285,71
MSI;130900;16;4681,43;0,00;43,99;4285,71
