Brand;Price;Ram;CPU;GPU;Display;Storage
LG;140799;16;4442,10;0,00;43,35;4285,71
ASUS;228900;64;4491,93;0,00;46,75;8571,43
HP;67656;32;3059,80;0,00;11,28;2142,86
Dell;206900;64;4681,43;0,00;69,12;8571,43
Dell;246900;48;6008,14;0,00;69,12;4285,71
HP;87609;8;3801,17;0,00;28,75;548,57
HP;249900;32;4681,43;0,00;43,99;8571,43
ASUS;129900;40;3668,64;0,00;46,75;2142,86
ASUS;64900;16;0,00;0,00;28,75;2142,86
ASUS;176999;32;4346,79;0,00;43,99;2142,86
HP;269900;32;6233,67;0,00;81,93;4285,71
MSI;189900;16;4653,22;0,00;46,62;2142,86
HP;125000;16;3940,23;0,00;28,75;1097,14
ASUS;192999;24;5157,91;0,00;52,64;2142,86
ASUS;175999;64;3553,24;0,00;46,75;8571,43
ASUS;58999;12;3059,80;0,00;28,75;548,57
HP;29900;8;1810,09;2,64;11,53;137,14
Acer;113900;8;3540,62;0,00;28,75;466,67
Acer;245999;64;4300,12;0,00;66,69;2142,86
HP;206999;64;3540,62;0,00;11,28;8571,43
Lenovo;89999;64;0,00;0,00;32,40;4285,71
Acer;95900;8;3540,62;0,00;28,75;233,33
HP;154999;64;3540,62;0,00;11,28;1097,14
Dell;96399;8;3801,17;0,00;11,53;548,57
Dell;79999;32;3801,17;0,00;32,40;2142,86
MSI;336999;16;4491,93;0,00;46,75;17142,86
HP;150900;8;3279,53;52,01;25,99;4285,71
ASUS;154999;64;3218,12;0,00;43,99;2142,86
ASUS;62900;8;3344,81;0,00;99,23;1097,14
HP;147999;64;4180,51;0,00;28,75;1097,14
MSI;487900;64;6233,67;0,00;94,73;4285,71
Lenovo;94900;24;3801,17;0,00;28,75;2142,86
MSI;240999;32;4491,93;0,00;46,75;4285,71
ASUS;236900;32;4346,79;0,00;43,99;8571,43
HP;119999;16;3979,73;35,83;28,75;1097,14
MSI;125900;16;4491,93;0,00;46,75;2142,86
HP;56900;16;3279,53;0,00;28,75;1097,14
Acer;86900;12;3540,62;0,00;28,75;1097,14
Dell;219900;16;4681,43;0,00;30,96;2142,86
Lenovo;58900;12;3279,53;0,00;28,75;1097,14
Lenovo;79900;16;3801,17;0,00;28,75;4285,71
Lenovo;63999;24;3801,17;0,00;28,75;1097,14
Lenovo;132499;40;3924,67;0,00;28,75;2142,86
HP;48900;8;3279,53;0,00;11,53;548,57
ASUS;313900;32;5058,01;0,00;81,61;4285,71
ASUS;68399;12;3279,53;0,00;28,75;548,57
MSI;127900;16;4084,38;0,00;46,75;2142,86
Acer;93500;16;3279,53;0,00;32,40;933,33
Acer;89500;12;3279,53;0,00;32,40;233,33
Acer;81500;12;3279,53;0,00;32,40;466,67
Acer;159900;16;4300,12;0,00;66,69;4285,71
HP;266900;40;5438,96;0,00;61,64;8571,43
Gigabyte;528900;64;4681,43;0,00;129,57;17142,86
Gigabyte;245900;64;4681,43;0,00;129,57;4285,71
Gigabyte;197900;16;4681,43;0,00;129,57;4285,71
Dell;126900;12;4180,51;0,00;30,14;1097,14
HP;62999;8;612,33;0,00;11,55;548,57
Acer;79900;20;3279,53;0,00;25,99;1097,14
HP;169999;32;5209,73;0,00;59,47;4285,71
HP;98499;32;612,33;0,00;11,55;4285,71
ASUS;109900;16;4681,43;0,00;30,14;1097,14
ASUS;115900;16;4681,43;0,00;30,14;2142,86
HP;126500;16;3279,53;0,00;11,28;933,33
Lenovo;204900;40;4014,81;0,00;35,04;4285,71
Acer;129999;16;4084,38;0,00;46,75;466,67
ASUS;115900;16;4681,43;0,00;30,14;2142,86
HP;75900;16;3370,68;0,00;11,28;2142,86
HP;148999;32;4233,09;0,00;32,40;2142,86
MSI;120900;64;3300,89;0,00;28,75;4285,71
Aorus;406900;32;4681,43;0,00;90,27;8571,43
HP;221999;32;6008,14;0,00;59,47;8571,43
Dell;139900;32;4681,43;0,00;69,12;2142,86
HP;129999;32;3979,73;35,83;28,75;2142,86
HP;135999;64;3940,23;0,00;28,75;4285,71
HP;116999;64;3138,05;0,00;25,99;4285,71
MSI;156999;16;4491,93;0,00;46,75;4285,71
MSI;184999;16;4681,43;0,00;46,75;2142,86
MSI;282499;64;4491,93;0,00;46,75;8571,43
Lenovo;169900;16;3979,98;63,59;35,04;4285,71
HP;36900;8;1810,09;2,64;11,53;137,14
Dell;150000;16;3801,17;0,00;28,75;548,57
HP;169900;64;4180,51;0,00;28,75;4285,71
HP;149900;64;3801,17;0,00;32,40;4285,71
ASUS;359999;32;5058,01;0,00;78,02;2142,86
HP;364900;64;6008,14;0,00;61,64;4285,71
Acer;155999;16;4681,43;0,00;85,19;2142,86
Acer;54900;36;3059,80;0,00;28,75;2142,86
HP;104999;16;3801,17;0,00;32,40;1097,14
MSI;76900;16;3300,89;0,00;28,75;1097,14
HP;306900;64;3279,53;0,00;32,40;8571,43
LG;161900;16;4442,10;0,00;43,35;4285,71
ASUS;124900;16;4300,12;0,00;66,69;4285,71
ASUS;134900;32;4300,12;0,00;66,69;4285,71
ASUS;296999;64;0,00;0,00;69,12;2142,86
ASUS;127999;16;0,00;0,00;49,87;2142,86
HP;104900;24;4233,09;0,00;32,40;4285,71
HP;47900;32;2031,02;3,89;11,28;2142,86
MSI;84900;16;3300,89;0,00;28,75;2142,86
HP;66499;8;3966,33;0,00;32,40;1097,14
ASUS;167900;48;4491,93;0,00;30,14;4285,71
ASUS;166999;16;0,00;0,00;66,69;2142,86
HP;166900;64;3979,73;0,00;28,75;8571,43
HP;89900;12;3540,62;0,00;28,75;548,57
Dell;195900;64;4180,51;11,62;30,14;8571,43
MSI;234900;16;4084,38;0,00;46,75;8571,43
MSI;935900;64;5069,15;0,00;90,27;17142,86
Acer;263499;16;4084,38;0,00;69,12;4285,71
MSI;438999;64;6233,67;0,00;81,93;2142,86
Dell;97999;8;3540,62;0,00;81,93;1097,14
MSI;97999;24;2375,46;0,00;41,61;1097,14
Dell;158972;16;4180,51;0,00;32,40;1097,14
Lenovo;179999;32;3236,11;144,65;43,99;933,33
HP;32959;16;0,00;2,64;11,53;137,14
HP;137499;64;3540,62;0,00;11,28;1097,14
Lenovo;99900;8;3811,79;0,00;41,61;1097,14
HP;68999;8;3279,53;0,00;28,75;548,57
HP;82900;64;3059,80;0,00;11,55;466,67
HP;121900;32;3979,73;0,00;25,99;2142,86
HP;106999;24;3138,05;0,00;11,55;2142,86
ASUS;129490;16;0,00;202,74;66,69;1097,14
Dell;119999;8;3675,57;0,00;41,61;2142,86
Lenovo;184900;40;4180,51;0,00;30,14;2142,86
Lenovo;199900;40;4180,51;0,00;30,14;4285,71
ASUS;79900;8;3218,12;0,00;43,99;1097,14
ASUS;117900;32;3553,24;0,00;46,75;2142,86
ASUS;279999;32;0,00;0,00;69,12;4285,71
ASUS;253999;16;0,00;0,00;69,12;4285,71
Dell;75999;16;4003,89;0,00;32,40;1097,14
Acer;89900;16;3138,05;0,00;28,75;466,67
Acer;97900;16;3138,05;0,00;28,75;466,67
Acer;39900;12;3059,80;0,00;28,75;2142,86
ASUS;259900;64;5157,91;0,00;52,64;8571,43
ASUS;170422;32;5157,91;0,00;52,64;4285,71
ASUS;164900;32;5157,91;0,00;52,64;2142,86
ASUS;156799;32;5157,91;0,00;52,64;2142,86
ASUS;129999;32;4300,12;0,00;66,69;4285,71
ASUS;179900;64;0,00;0,00;69,12;4285,71
Lenovo;110999;16;0,00;0,00;32,40;4285,71
Lenovo;100999;16;0,00;0,00;32,40;2142,86
Lenovo;109900;16;3279,53;0,00;32,40;1097,14
MSI;79900;16;3300,89;0,00;28,75;2142,86
HP;121900;64;4233,09;0,00;28,75;4285,71
MSI;127900;32;4681,43;0,00;43,99;2142,86
Acer;226900;16;4084,38;0,00;69,12;2142,86
Acer;298999;32;4084,38;0,00;69,12;8571,43
ASUS;122900;40;4681,43;0,00;30,14;2142,86
ASUS;110900;16;4681,43;0,00;30,14;2142,86
Acer;48900;12;473,23;0,00;28,75;2142,86
Dell;109900;16;3540,62;0,00;28,75;2142,86
Lenovo;170900;24;4681,43;0,00;69,12;2142,86
Acer;79900;12;3801,17;0,00;28,75;1097,14
HP;245900;16;4084,38;0,00;28,75;8571,43
HP;124999;32;3940,23;0,00;28,75;4285,71
HP;63499;8;3059,80;0,00;11,28;1097,14
HP;110900;16;4233,09;0,00;11,55;1097,14
HP;129999;32;3979,73;0,00;11,55;2142,86
ASUS;139999;32;4491,93;0,00;46,75;2142,86
Lenovo;175888;16;4300,12;0,00;69,12;2142,86
HP;104900;32;4233,09;0,00;25,99;1097,14
HP;122900;8;3279,53;52,01;25,99;466,67
Lenovo;199900;40;4180,51;0,00;30,14;4285,71
ASUS;374900;32;6427,28;0,00;77,72;4285,71
MSI;43998;8;3626,69;0,00;28,75;1097,14
HP;99900;64;4233,09;0,00;32,40;4285,71
ASUS;145900;64;3218,12;0,00;43,99;4285,71
ASUS;119900;24;4681,43;0,00;30,14;2142,86
HP;88900;16;4233,09;0,00;32,40;2142,86
Acer;113499;8;4084,38;0,00;46,75;933,33
Lenovo;129900;32;4653,22;0,00;48,14;2142,86
HP;107900;64;4233,09;0,00;28,75;1097,14
HP;174900;24;5209,73;0,00;59,47;2142,86
HP;278900;64;5139,14;0,00;61,64;8571,43
Dell;46499;8;2031,02;3,89;11,28;548,57
MSI;433900;64;4681,43;0,00;82,76;2142,86
MSI;304862;32;6233,67;0,00;81,93;2142,86
MSI;530999;64;6233,67;0,00;81,93;4285,71
MSI;209999;32;4681,43;0,00;46,75;4285,71
LG;179900;16;4180,51;0,00;42,49;2142,86
MSI;233900;32;4084,38;0,00;46,75;1097,14
MSI;284900;16;4084,38;0,00;46,75;8571,43
Lenovo;221900;48;5069,15;0,00;93,70;4285,71
Dell;137999;32;3979,73;0,00;41,61;4285,71
HP;171500;32;3279,53;0,00;11,28;466,67
HP;68900;16;3279,53;0,00;11,28;1097,14
HP;107900;32;3966,33;0,00;25,99;4285,71
HP;79900;12;3966,33;0,00;25,99;1097,14
Lenovo;117999;24;3541,15;0,00;32,40;4285,71
HP;64900;16;3370,68;0,00;11,53;2142,86
HP;158999;32;4233,09;0,00;32,40;4285,71
MSI;88999;16;2375,46;0,00;41,61;1097,14
ASUS;279900;24;5209,73;0,00;85,08;8571,43
Acer;99900;36;3279,53;0,00;28,75;4285,71
HP;192900;64;4814,25;0,00;25,99;8571,43
HP;171999;32;3979,73;0,00;28,75;4285,71
HP;154900;64;3979,73;0,00;25,99;4285,71
MSI;309999;64;6043,23;0,00;81,93;8571,43
ASUS;59900;12;3279,53;0,00;28,75;1097,14
HP;92900;32;3979,73;0,00;11,55;2142,86
HP;141500;16;3279,53;0,00;11,28;2142,86
Acer;69900;16;3979,73;0,00;32,40;2142,86
Acer;127999;8;4084,38;0,00;46,75;466,67
ASUS;106900;40;3940,23;0,00;25,99;2142,86
ASUS;49998;16;3059,80;0,00;11,53;4285,71
HP;85999;16;4233,09;0,00;25,99;1097,14
ASUS;79900;16;3218,12;0,00;43,99;1097,14
Acer;71900;8;3540,62;0,00;25,99;1097,14
MSI;439500;32;6233,67;0,00;81,93;4285,71
MSI;529900;128;6233,67;0,00;94,73;4285,71
Apple;129996;16;0,00;0,00;59,82;548,57
HP;121900;24;3940,23;0,00;11,55;4285,71
Lenovo;57900;8;3801,17;0,00;28,75;1097,14
MSI;130900;24;4491,93;0,00;46,75;2142,86
MSI;158900;32;4653,22;0,00;46,75;8571,43
ASUS;85999;36;2849,67;0,00;11,55;1097,14
HP;129900;64;4814,25;0,00;25,99;4285,71
Acer;34999;4;2182,62;4,89;25,99;822,86
MSI;215999;32;4491,93;0,00;46,75;4285,71
ASUS;67900;8;2849,67;0,00;11,55;466,67
HP;334900;32;6008,14;0,00;61,64;4285,71
HP;99900;32;3924,67;0,00;28,75;4285,71
Lenovo;101408;16;4233,09;0,00;35,04;1097,14
Lenovo;237499;64;4084,38;0,00;88,28;4285,71
ASUS;227900;48;4346,79;0,00;78,02;8571,43
ASUS;61900;12;2849,67;0,00;11,55;1097,14
ASUS;44900;8;3059,80;0,00;28,75;548,57
ASUS;51900;12;3059,80;0,00;28,75;548,57
ASUS;54900;12;2718,60;0,00;12,68;548,57
Lenovo;164900;32;4814,25;0,00;48,14;4285,71
Acer;104900;16;3577,85;0,00;28,75;2142,86
Acer;114900;20;3540,62;0,00;25,99;2142,86
Acer;110400;20;3540,62;0,00;28,75;1097,14
Acer;160400;20;3540,62;0,00;28,75;8571,43
HP;112900;64;3979,73;0,00;11,55;2142,86
MSI;348900;64;4084,38;0,00;46,75;4285,71
Dell;74900;16;3541,15;0,00;32,40;548,57
Lenovo;165999;24;4180,51;0,00;30,14;2142,86
Lenovo;259900;128;5438,96;0,00;30,14;4285,71
HP;34900;4;358,65;0,00;11,28;274,29
HP;73900;16;3801,17;0,00;32,40;1097,14
MSI;97900;8;3801,17;0,00;32,40;1097,14
HP;48999;8;2718,60;0,00;11,53;274,29
ASUS;118998;16;4491,93;0,00;46,75;1097,14
HP;36200;8;1637,06;0,00;32,40;274,29
HP;35000;4;2253,44;11,05;11,53;274,29
HP;36999;8;2863,93;0,00;28,75;548,57
Dell;89700;16;3541,15;0,00;32,40;1097,14
ASUS;43890;8;0,00;7,57;11,28;274,29
Microsoft;126999;16;1647,18;28,87;51,17;1097,14
Dell;109500;8;3044,38;0,00;28,75;548,57
HP;34621;4;2253,44;11,05;11,28;548,57
MSI;169900;16;3044,38;0,00;25,54;466,67
Samsung;129999;8;3021,49;0,00;34,49;1097,14
Lenovo;184900;48;3540,62;0,00;32,40;4285,71
HP;77900;8;3966,33;0,00;25,99;1097,14
ASUS;84900;16;3218,12;0,00;28,75;2142,86
Acer;305900;64;4084,38;0,00;69,12;2142,86
Lenovo;96510;24;3370,68;0,00;28,75;2142,86
HP;146900;64;3940,23;0,00;11,55;4285,71
Dell;96995;32;4233,09;0,00;28,75;1097,14
Dell;108995;32;4233,09;0,00;28,75;933,33
MSI;238999;64;4491,93;0,00;46,75;17142,86
ASUS;61900;12;0,00;0,00;28,75;1097,14
Dell;124999;32;3979,73;0,00;30,14;2142,86
ASUS;244900;32;5058,01;0,00;46,75;8571,43
HP;193499;16;4814,25;0,00;63,19;4285,71
Acer;119900;40;3577,85;0,00;28,75;2142,86
Acer;114900;40;3577,85;0,00;28,75;2142,86
Acer;178999;16;4300,12;0,00;66,69;4285,71
HP;155900;64;4814,25;0,00;25,99;2142,86
Dell;102900;8;3540,62;0,00;32,40;4285,71
MSI;147999;32;4491,93;0,00;46,75;4285,71
HP;123900;16;4233,09;0,00;25,99;466,67
Dell;119900;24;3979,73;0,00;41,61;2142,86
Dell;82999;16;3279,53;0,00;28,75;466,67
LG;201900;32;4442,10;0,00;46,62;8571,43
MSI;329900;32;6427,28;0,00;77,72;8571,43
Acer;45900;20;2253,44;11,05;11,53;4285,71
HP;172900;32;3279,53;52,01;25,99;933,33
ASUS;125999;16;4221,91;0,00;46,75;8571,43
HP;138900;32;3979,73;0,00;25,99;4285,71
HP;201900;32;6008,14;0,00;59,47;4285,71
HP;182900;48;4814,25;0,00;25,99;4285,71
ASUS;64900;12;2718,60;0,00;12,68;1097,14
MSI;341400;64;4084,38;0,00;46,75;2142,86
Lenovo;168999;64;3979,73;0,00;28,75;1097,14
Acer;149999;16;4681,43;0,00;51,25;2142,86
ASUS;176900;16;4346,79;0,00;43,99;4285,71
LG;181900;32;4442,10;0,00;46,62;4285,71
Lenovo;129999;40;3704,22;0,00;32,40;1097,14
MSI;182900;32;5157,91;0,00;46,75;4285,71
Acer;110999;16;3133,96;0,00;46,75;548,57
Lenovo;217900;16;6008,14;0,00;85,19;2142,86
Acer;59900;8;2482,50;0,00;28,75;548,57
Lenovo;119999;20;0,00;0,00;32,40;4285,71
Lenovo;67900;16;3801,17;0,00;28,75;2142,86
Lenovo;116999;16;3924,67;0,00;28,75;4285,71
Dell;56900;16;3059,80;0,00;28,75;2142,86
Acer;148999;16;4300,12;0,00;66,69;1097,14
ASUS;76900;24;3801,17;0,00;30,14;2142,86
MSI;125900;16;4491,93;0,00;46,75;2142,86
ASUS;55900;16;3021,49;0,00;12,68;1097,14
Acer;273999;64;4300,12;0,00;66,69;4285,71
ASUS;87900;8;3811,79;0,00;36,79;4285,71
Acer;129999;16;4084,38;0,00;46,75;933,33
Acer;131999;8;4084,38;0,00;46,75;233,33
HP;36888;32;1995,10;2,64;11,53;137,14
HP;31888;16;1810,09;2,64;11,53;137,14
Lenovo;143900;32;4084,38;0,00;88,28;2142,86
ASUS;129900;40;764,20;0,00;50,40;2142,86
HP;154900;16;4681,43;0,00;45,85;1097,14
HP;130900;32;4233,09;0,00;28,75;4285,71
HP;114900;24;4233,09;0,00;28,75;2142,86
HP;99900;16;4233,09;0,00;28,75;1097,14
HP;198900;64;4681,43;0,00;43,99;1097,14
HP;129900;16;3979,73;0,00;25,99;8571,43
ASUS;153999;16;5157,91;0,00;52,64;1097,14
Aorus;292900;32;4681,43;0,00;66,69;2142,86
Apple;194900;16;0,00;0,00;60,01;1097,14
Acer;94900;16;4084,38;0,00;46,75;4285,71
Dell;267999;64;4681,43;0,00;30,96;8571,43
Acer;84900;8;3370,68;0,00;32,40;2142,86
MSI;214500;64;4653,22;0,00;46,62;4285,71
Dell;241999;40;6008,14;0,00;69,12;4285,71
HP;206999;40;6008,14;0,00;59,47;4285,71
HP;78900;24;3059,80;0,00;11,28;4285,71
HP;106900;64;4233,09;0,00;28,75;2142,86
HP;27999;8;1995,10;2,64;11,53;137,14
HP;164637;16;0,00;72,77;35,04;1097,14
HP;46900;12;3059,80;0,00;11,28;548,57
ASUS;265900;64;5157,91;0,00;52,64;8571,43
ASUS;69900;16;3059,80;0,00;28,75;2142,86
Acer;29999;8;3059,80;0,00;28,75;274,29
HP;165999;64;4233,09;0,00;11,55;8571,43
Lenovo;48999;12;3279,53;0,00;13,20;1097,14
HP;76799;24;612,33;0,00;11,28;4285,71
MSI;179999;16;4681,43;0,00;46,75;2142,86
HP;141900;64;4233,09;35,83;28,75;4285,71
HP;46999;16;2884,33;0,00;11,28;1097,14
Lenovo;84900;16;3979,73;0,00;46,62;1097,14
HP;65999;8;3279,53;0,00;32,40;548,57
HP;119900;16;3370,68;0,00;28,75;2142,86
HP;389700;64;6008,14;0,00;61,64;8571,43
HP;217999;64;4037,04;0,00;28,75;466,67
ASUS;129999;40;4653,22;0,00;36,79;4285,71
HP;262900;32;3279,53;0,00;32,40;8571,43
ASUS;301999;64;5157,91;0,00;52,64;4285,71
ASUS;319999;64;0,00;0,00;69,12;4285,71
ASUS;67999;8;3218,12;0,00;12,68;1097,14
ASUS;162199;24;5157,91;0,00;52,64;2142,86
HP;110900;16;3979,73;0,00;28,75;2142,86
MSI;661999;128;6233,67;0,00;94,73;8571,43
HP;45500;8;3626,69;0,00;32,40;548,57
HP;272999;32;3979,73;0,00;28,75;17142,86
HP;126999;16;4491,93;0,00;46,75;1097,14
ASUS;207399;64;3553,24;0,00;43,99;2142,86
HP;179900;16;3279,53;52,01;25,99;4285,71
Dell;76900;8;3811,79;0,00;41,61;548,57
Dell;78999;16;3279,53;0,00;28,75;466,67
ASUS;58900;20;2718,60;0,00;18,95;2142,86
ASUS;343900;16;6233,67;0,00;79,20;8571,43
Lenovo;89999;16;3540,62;0,00;32,40;1097,14
LG;148900;16;4180,51;0,00;46,62;1097,14
LG;143900;16;4180,51;0,00;46,62;1097,14
Dell;219900;16;6008,14;0,00;69,12;2142,86
ASUS;127499;8;3218,12;0,00;43,99;4285,71
ASUS;128999;16;3218,12;0,00;43,99;4285,71
Acer;105900;16;4233,09;0,00;28,75;2142,86
ASUS;124900;16;3553,24;0,00;46,75;2142,86
ASUS;54999;12;3279,53;0,00;28,75;1097,14
Dell;88999;8;4016,82;0,00;32,40;548,57
MSI;103900;16;3300,89;0,00;46,75;1097,14
MSI;135900;32;4491,93;0,00;46,75;2142,86
ASUS;209900;16;5157,91;0,00;52,64;2142,86
ASUS;209900;24;5157,91;0,00;52,64;2142,86
Lenovo;61900;16;3138,05;0,00;32,40;1097,14
Acer;79900;20;3279,53;0,00;25,99;1097,14
ASUS;74900;24;3218,12;0,00;28,75;2142,86
Dell;96900;12;3540,62;0,00;28,75;466,67
Aorus;307900;32;4084,38;0,00;80,18;4285,71
Lenovo;181900;32;5139,14;0,00;69,12;4285,71
HP;187999;64;5209,73;0,00;59,47;2142,86
HP;114900;24;4233,09;0,00;28,75;2142,86
HP;42999;8;2884,33;0,00;11,28;548,57
Acer;99900;12;3540,62;0,00;25,99;466,67
HP;155900;16;4814,25;0,00;63,19;2142,86
Lenovo;178999;40;4180,51;0,00;30,14;4285,71
Lenovo;169999;24;4180,51;0,00;30,14;2142,86
HP;96900;16;4233,09;0,00;25,99;466,67
Acer;166999;16;4180,51;0,00;44,55;8571,43
Lenovo;111199;12;3370,68;0,00;32,40;548,57
ASUS;144900;32;4233,09;0,00;100,51;2142,86
Acer;34558;4;522,54;0,00;25,10;68,57
HP;77699;16;3138,05;0,00;12,68;4285,71
Alienware;679900;64;6008,14;0,00;63,13;17142,86
Lenovo;87900;16;4349,91;0,00;41,61;2142,86
MSI;366999;64;4084,38;0,00;28,75;8571,43
ASUS;128899;32;3218,12;0,00;43,99;4285,71
Acer;189999;64;4084,38;0,00;46,75;933,33
HP;38999;32;1810,09;2,64;11,53;137,14
ASUS;100900;8;4681,43;0,00;30,14;1097,14
ASUS;114900;16;4681,43;0,00;99,23;2142,86
ASUS;134900;8;5209,73;0,00;43,00;1097,14
Dell;94900;32;3668,64;0,00;59,76;2142,86
MSI;379999;64;4491,93;0,00;46,75;17142,86
Acer;159999;64;4084,38;0,00;46,75;1097,14
HP;234900;40;5438,96;0,00;61,64;2142,86
HP;29900;4;1810,09;2,64;11,53;137,14
HP;88900;8;3138,05;0,00;11,55;466,67
HP;249900;16;5139,14;0,00;61,64;8571,43
Acer;109999;32;4084,38;0,00;46,75;4285,71
Lenovo;201900;24;5329,44;0,00;69,12;4285,71
MSI;199999;16;4814,25;0,00;94,10;2142,86
Lenovo;74900;8;3966,33;0,00;30,14;1097,14
Lenovo;118900;40;3924,67;0,00;28,75;4285,71
HP;170999;64;4233,09;0,00;11,55;8571,43
HP;115999;32;3979,73;0,00;28,75;1097,14
HP;176500;64;3279,53;0,00;11,28;466,67
MSI;129900;16;4084,38;0,00;46,75;1097,14
Lenovo;59900;8;3138,05;0,00;32,40;548,57
HP;86900;64;3801,17;0,00;32,40;4285,71
Acer;89900;24;3924,67;0,00;28,75;2142,86
ASUS;60999;20;3059,80;0,00;32,40;2142,86
HP;110900;16;3940,23;0,00;11,55;2142,86
Lenovo;133900;32;3541,15;0,00;32,40;2142,86
Lenovo;95999;16;3541,15;0,00;32,40;1097,14
HP;66900;20;3059,80;0,00;11,53;1097,14
Lenovo;39999;20;3059,80;0,00;32,40;1097,14
ASUS;49999;16;3059,80;0,00;11,53;4285,71
HP;143900;16;4814,25;0,00;25,99;1097,14
HP;149900;16;4814,25;0,00;25,99;2142,86
HP;172300;32;6008,14;0,00;59,47;4285,71
HP;165500;8;3924,67;0,00;28,75;4285,71
HP;53999;8;3059,80;0,00;12,68;548,57
ASUS;89900;36;3279,53;0,00;28,75;4285,71
ASUS;57900;32;3021,49;0,00;12,68;2142,86
HP;156900;32;4814,25;0,00;25,99;4285,71
MSI;322900;32;4814,25;0,00;48,14;8571,43
ASUS;159900;16;0,00;202,74;66,69;2142,86
LG;111719;16;3540,62;0,00;46,62;548,57
Acer;86500;12;3279,53;0,00;32,40;2142,86
HP;85900;24;4233,09;0,00;25,99;2142,86
HP;74900;12;3279,53;0,00;25,99;548,57
MSI;189900;64;4084,38;0,00;43,99;4285,71
MSI;79900;16;3133,96;0,00;28,75;1097,14
MSI;609500;128;6233,67;0,00;94,73;4285,71
Aorus;219900;16;4814,25;0,00;90,27;2142,86
Acer;126900;16;4084,38;0,00;46,75;466,67
ASUS;40999;24;3059,80;0,00;11,53;2142,86
HP;113900;32;3940,23;0,00;11,55;2142,86
Lenovo;88900;36;3279,53;0,00;28,75;4285,71
ASUS;97999;36;2849,67;0,00;11,55;2142,86
HP;141999;32;3979,73;35,83;28,75;4285,71
ASUS;47900;8;3059,80;0,00;28,75;1097,14
HP;54999;12;3279,53;0,00;11,53;548,57
HP;213825;16;4233,09;0,00;35,04;1097,14
ASUS;182400;16;4346,79;0,00;78,02;2142,86
ASUS;72900;36;3059,80;0,00;28,75;2142,86
ASUS;74999;16;4036,08;0,00;25,99;1097,14
MSI;614900;128;6233,67;0,00;94,73;8571,43
HP;80999;8;3059,80;0,00;11,28;548,57
ASUS;124999;16;3553,24;0,00;46,75;2142,86
Alienware;259900;32;4869,93;0,00;115,99;4285,71
Alienware;213900;16;4300,12;0,00;90,27;1097,14
Lenovo;136900;40;3540,62;0,00;28,75;2142,86
Lenovo;93900;20;0,00;0,00;32,40;1097,14
HP;94900;12;3540,62;0,00;28,75;1097,14
HP;139900;8;3540,62;0,00;11,55;933,33
ASUS;109999;16;4346,79;140,06;52,64;1097,14
Dell;21400;16;1946,32;11,88;13,20;274,29
Acer;15600;4;0,00;0,00;25,10;137,14
Lenovo;179990;16;0,00;0,00;69,12;2142,86
Lenovo;184999;40;4180,51;0,00;30,14;2142,86
Lenovo;174999;16;4180,51;0,00;30,14;2142,86
Acer;89999;8;4084,38;0,00;46,75;1097,14
Lenovo;155999;16;4180,51;0,00;30,14;2142,86
Dell;137900;32;3924,67;35,83;28,75;4285,71
Lenovo;123986;16;3979,73;0,00;32,40;548,57
Lenovo;44898;8;2482,50;0,00;12,68;548,57
MSI;64998;8;3133,96;0,00;28,75;548,57
Lenovo;14800;4;518,80;0,00;11,53;137,14
HP;26400;4;2278,13;11,05;11,53;274,29
ASUS;399900;16;3630,74;0,00;77,42;2142,86
HP;132999;16;4084,38;0,00;43,99;1097,14
Dell;82995;16;3279,53;0,00;28,75;1097,14
HP;94900;8;3044,38;0,00;28,75;466,67
Dell;69900;4;0,00;8,64;21,69;233,33
Lenovo;122277;8;2186,09;11,88;32,40;548,57
Lenovo;80299;8;2375,46;0,00;28,75;1097,14
Acer;79800;16;2375,46;0,00;28,75;1097,14
Microsoft;349900;32;3021,49;90,79;80,17;1097,14
HP;157900;8;3002,64;0,00;25,99;548,57
MSI;255299;32;3044,38;0,00;30,68;1097,14
ASUS;79679;8;2538,10;11,88;32,40;274,29
Dell;62999;8;0,00;8,64;12,68;466,67
Dell;125000;8;0,00;9,55;32,40;548,57
HP;89654;12;0,00;0,00;28,75;466,67
MSI;66688;8;2907,56;0,00;28,75;548,57
Acer;22900;4;0,00;2,64;11,28;68,57
Lenovo;72900;16;3138,05;0,00;32,40;2142,86
Lenovo;59900;12;3138,05;0,00;32,40;1097,14
Lenovo;116510;40;3370,68;0,00;28,75;4285,71
Lenovo;141900;48;3541,15;0,00;32,40;2142,86
Dell;96900;8;3540,62;0,00;28,75;548,57
HP;54999;16;612,33;0,00;11,55;1097,14
ASUS;388900;40;3668,64;0,00;67,33;8571,43
Lenovo;76995;16;3704,22;0,00;28,75;548,57
MSI;214500;64;4491,93;0,00;46,75;933,33
HP;360347;32;0,00;0,00;30,14;2142,86
HP;244999;16;4442,10;43,79;129,57;4285,71
HP;123782;16;4233,09;0,00;25,99;1097,14
Acer;134900;40;3577,85;0,00;28,75;4285,71
Acer;80419;16;4233,09;0,00;28,75;1097,14
Acer;91900;12;3540,62;0,00;28,75;1097,14
HP;69999;20;2718,60;0,00;32,40;1097,14
HP;170900;24;4233,09;0,00;25,99;2142,86
HP;219999;64;4151,80;0,00;25,99;1097,14
HP;253999;32;3540,62;0,00;11,28;17142,86
HP;223900;64;3540,62;0,00;11,55;933,33
ASUS;94900;8;3218,12;0,00;43,99;1097,14
