Name;Brand;Price;Ram;CPU;GPU;Display;Storage
HP ENVY 17;HP;109900;16;4814,25426;0;25,98752411;2142,857143
HP 17;HP;53900;8;0;7,307845952;11,54554906;1097,142857
HP Pavilion 15;HP;177999;64;3979,729698;35,83013859;28,75459559;8571,428571
ASUS Vivobook 17;ASUS;65999;24;0;0;25,98752411;2142,857143
MSI Katana 15;MSI;423999;64;4491,934191;0;46,75459559;17142,85714
ASUS Vivobook 17X;ASUS;141999;16;4036,075533;0;25,98752411;8571,428571
Lenovo IdeaPad Slim 5i 16;Lenovo;143999;16;4233,092812;0;30,1392663;8571,428571
Lenovo IdeaPad 3i 15;Lenovo;85999;36;3059,796176;0;12,67922794;4285,714286
Dell G15 5520;Dell;151900;48;4349,913606;0;41,61173845;4285,714286
HP Stream 14;HP;34900;8;1995,100202;2,637128693;11,52745777;137,1428571
Lenovo IdeaPad Flex 5 16;Lenovo;77999;16;3979,729698;0;46,61684783;1097,142857
HP ENVY x360 15;HP;117900;20;3801,171177;0;28,75459559;2142,857143
HP OMEN 17;HP;185900;32;4681,425152;0;43,98752411;4285,714286
ASUS VivoBook Pro 14;ASUS;61900;8;3344,807362;0;99,230514;1097,142857
ASUS TUF Gaming A15;ASUS;406900;16;5058,005254;0;46,75459559;17142,85714
HP 15;HP;99499;16;3979,729698;0;28,75459559;1097,142857
HP 15;HP;84999;8;3059,796176;0;11,27864112;1097,142857
HP 15;HP;98499;32;3059,796176;0;11,27864112;2142,857143
HP 14;HP;29900;16;1810,088487;2,637128693;11,52745777;137,1428571
Dell XPS 9720;Dell;281900;32;4681,425152;0;86,23762376;8571,428571
ASUS VivoBook 15;ASUS;62999;12;3059,796176;0;28,75459559;1097,142857
Alienware x17 R2;Alienware;249900;32;4869,93085;0;115,9875241;2142,857143
LG Gram 17;LG;155999;16;3577,845362;0;42,4855352;2142,857143
HP ENVY 17;HP;144900;32;4814,25426;0;25,98752411;2142,857143
HP 17;HP;63900;32;612,3282582;0;11,54554906;2142,857143
HP ENVY 16;HP;134999;16;4681,425152;0;59,47399068;2142,857143
Acer Swift 3;Acer;64900;8;3344,807362;0;27,84613832;4285,714286
Lenovo ThinkPad T14s Gen 3;Lenovo;107995;16;4180,505353;0;35,03800676;1097,142857
Lenovo ThinkPad P16 Gen 1;Lenovo;269900;32;4727,118928;0;46,61684783;2142,857143
Acer Nitro 5;Acer;89800;32;3133,962693;0;46,75459559;2142,857143
Acer Aspire 5 (A515-44);Acer;58689;8;2997,396818;0;18,95048784;1097,142857
HP 15;HP;39999;8;1810,088487;2,637128693;11,27864112;548,5714286
Dell Latitude 5501;Dell;160000;16;2889,913536;13,6163415;12,67922794;1097,142857
HP EliteBook 840 G5;HP;210000;32;2538,096249;11,87519483;32,40413851;548,5714286
Lenovo Thinkpad X1 Carbon 8;Lenovo;175990;16;3002,636478;0;32,40413851;4285,714286
Dell Latitude E5470;Dell;150000;16;0;9,548504466;25,16100084;1097,142857
Lenovo YOGA 720 15;Lenovo;124999;16;0;0;88,28478507;1097,142857
Lenovo ThinkPad P14s Gen 2;Lenovo;199900;8;3540,616004;0;32,40413851;548,5714286
Lenovo ThinkPad T14s Gen 2;Lenovo;74999;8;3279,528958;0;32,40413851;548,5714286
Lenovo IdeaPad 3 14;Lenovo;75900;32;3138,054716;0;32,40413851;2142,857143
Lenovo ThinkPad T14 Gen 2;Lenovo;134999;20;0;0;32,40413851;2142,857143
MSI GF63 Thin;MSI;111900;40;3300,890712;0;28,75459559;4285,714286
Acer Aspire 5;Acer;94900;24;3924,666866;0;28,75459559;2142,857143
Acer Aspire 5;Acer;84900;16;3924,666866;0;28,75459559;1097,142857
Lenovo ThinkPad P14s Gen 2;Lenovo;158999;48;3541,147462;0;32,40413851;8571,428571
Dell Latitude 3520;Dell;448900;64;3540,616004;0;28,75459559;17142,85714
HP 14;HP;37999;16;1810,088487;2,637128693;11,52745777;137,1428571
MSI GF63 Thin;MSI;76900;16;3675,572492;0;28,75459559;2142,857143
HP 15;HP;54600;16;3059,796176;0;11,27864112;2142,857143
ASUS ProArt Studiobook 16;ASUS;229900;32;6233,667213;0;105,4318711;2142,857143
HP 15;HP;69999;32;3370,678745;0;11,27864112;2142,857143
ASUS ZenBook 14;ASUS;126999;16;4036,075533;0;32,40413851;4285,714286
GIGABYTE AERO 16;Gigabyte;232900;16;4681,425152;0;129,5652174;8571,428571
HP 14;HP;29999;8;1810,088487;2,637128693;11,52745777;137,1428571
Lenovo ThinkPad T14 Gen 2;Lenovo;99900;32;0;0;32,40413851;2142,857143
Acer Aspire 5;Acer;69599;8;1937,877141;19,33883727;28,75459559;2142,857143
Acer Nitro 5;Acer;146900;32;3133,962693;0;46,75459559;466,6666667
HP ENVY 17;HP;206900;32;4233,092812;0;25,98752411;8571,428571
HP 14;HP;26599;8;1810,088487;2,637128693;11,52745777;137,1428571
Lenovo ThinkPad L14 Gen 2;Lenovo;107900;8;3279,528958;0;32,40413851;548,5714286
Acer Aspire 5;Acer;113900;12;3540,616004;0;28,75459559;466,6666667
HP 17;HP;115900;64;4233,092812;0;25,98752411;2142,857143
HP EliteBook 840 G8;HP;139900;16;3279,528958;0;32,40413851;2142,857143
ASUS VivoBook 15;ASUS;58999;20;3059,796176;0;28,75459559;1097,142857
Dell Latitude 5530;Dell;109999;64;4003,888418;0;28,75459559;4285,714286
Dell Latitude 5430;Dell;91900;32;3801,171177;0;32,40413851;4285,714286
HP 17;HP;129900;32;3940,228791;0;11,54554906;4285,714286
HP 17;HP;121900;32;3979,729698;0;25,98752411;2142,857143
HP ENVY 17;HP;177900;48;4814,25426;0;25,98752411;4285,714286
HP 17;HP;99900;32;3979,729698;0;11,54554906;2142,857143
HP 15;HP;273999;16;4180,505353;0;28,75459559;17142,85714
HP 15;HP;124999;8;4180,505353;0;28,75459559;4285,714286
HP 15;HP;47900;8;3138,054716;0;12,67922794;548,5714286
MSI Creator M16;MSI;258900;64;4653,218538;0;46,61684783;8571,428571
Lenovo IdeaPad Flex 5 16;Lenovo;109900;16;3979,729698;0;46,61684783;1097,142857
Lenovo ThinkPad P16 Gen 1;Lenovo;211900;32;5069,147109;0;93,69565217;4285,714286
HP Pavilion 15;HP;114999;32;3979,729698;35,83013859;28,75459559;2142,857143
Lenovo ThinkPad L15 Gen 1;Lenovo;128400;16;3035,951897;0;28,75459559;548,5714286
ASUS VivoBook 16;ASUS;89900;16;3801,171177;0;30,1392663;4285,714286
HP 15;HP;114000;16;3279,528958;0;11,27864112;933,3333333
Lenovo ThinkPad E15 Gen 4;Lenovo;110499;16;3924,666866;0;28,75459559;1097,142857
Acer Nitro 5;Acer;124799;32;4300,124315;0;66,68834842;2142,857143
Acer Nitro 5;Acer;131999;32;4084,383139;0;46,75459559;233,3333333
Acer Nitro 5;Acer;135999;16;4084,383139;0;46,75459559;466,6666667
HP OMEN 17;HP;261900;40;5438,961012;0;61,64416586;8571,428571
Lenovo Legion Pro 5 16;Lenovo;214900;64;5329,435007;0;69,11684783;2142,857143
HP ENVY 16;HP;175900;32;5209,731613;0;59,47399068;4285,714286
ASUS ROG Zephyrus G14;ASUS;144900;40;764,2041934;0;50,40413851;4285,714286
HP ENVY 17;HP;194900;48;4233,092812;0;25,98752411;4285,714286
HP 17;HP;98900;24;3966,329123;0;25,98752411;4285,714286
HP OMEN 16;HP;220900;16;4036,075533;0;45,84613832;4285,714286
LG gram 16 2-in-1;LG;129999;16;4180,505353;0;46,61684783;4285,714286
MSI Sword 15;MSI;432900;32;4084,383139;0;46,75459559;17142,85714
HP 15;HP;71900;32;3138,054716;0;12,67922794;2142,857143
AORUS 5;Aorus;150400;16;4681,425152;0;46,75459559;1097,142857
MSI CreatorPro X17;MSI;743900;64;5069,147109;0;89,59171373;17142,85714
HP 17;HP;116900;32;3979,729698;0;25,98752411;2142,857143
HP 17;HP;122900;32;4233,092812;0;11,54554906;2142,857143
Acer Nitro 5;Acer;84900;16;3133,962693;0;46,75459559;1097,142857
Acer Aspire 1;Acer;32599;8;2182,616094;4,888941275;12,67922794;274,2857143
ASUS ROG Strix G16;ASUS;214999;32;5157,914468;0;52,6392663;2142,857143
HP 14;HP;170999;64;4233,092812;0;32,40413851;4285,714286
AORUS 17X;Aorus;549900;32;4681,425152;0;90,27323839;17142,85714
AORUS 15;Aorus;371900;32;4681,425152;0;66,68834842;4285,714286
HP ENVY 16;HP;174900;24;5209,731613;0;59,47399068;2142,857143
ASUS ROG Strix G16;ASUS;260900;64;5157,914468;0;52,6392663;8571,428571
HP 17;HP;67900;32;3279,528958;0;11,54554906;2142,857143
HP 17;HP;95900;16;3979,729698;0;11,54554906;1097,142857
ASUS ROG Strix SCAR 17;ASUS;292900;32;6427,280758;0;77,71559443;4285,714286
LG gram 16 2-in-1;LG;191900;32;4442,097379;0;46,61684783;6428,571429
Dell Inspiron 3505;Dell;57999;8;2378,437329;0;28,75459559;548,5714286
HP ZBook Studio G8;HP;144900;16;4084,383139;0;28,75459559;1097,142857
HP Pavilion x360 14;HP;54780;8;3279,528958;0;32,40413851;548,5714286
HP Pavilion 15;HP;154999;32;3979,729698;35,83013859;28,75459559;4285,714286
HP Pavilion 15;HP;123999;64;3924,666866;0;28,75459559;4285,714286
Acer Aspire 3;Acer;54999;8;2797,348377;7,307845952;28,75459559;1097,142857
MSI GF65 Thin;MSI;112900;32;3300,890712;0;46,75459559;2142,857143
HP ZBook Fury 15 G8;HP;252999;64;4037,036693;0;28,75459559;4285,714286
LG gram 15;LG;184900;16;4180,505353;0;28,75459559;4285,714286
ASUS Zenbook 14X;ASUS;125900;16;4814,25426;0;100,9124773;2142,857143
ASUS ROG Strix G15;ASUS;154900;64;4300,124315;0;66,68834842;4285,714286
MSI GF63 Thin;MSI;95900;24;3300,890712;0;28,75459559;4285,714286
HP 15;HP;49656;8;3059,796176;0;11,27864112;1097,142857
ASUS VivoBook 14;ASUS;54999;20;3059,796176;0;32,40413851;1097,142857
Acer Aspire 5;Acer;79900;20;3279,528958;0;28,75459559;2142,857143
MSI Cyborg 15;MSI;166999;32;4491,934191;0;46,75459559;4285,714286
Lenovo IdeaPad Slim 9i 14;Lenovo;124900;16;3577,845362;0;103,5185811;2142,857143
MSI Raider GE78;MSI;319900;32;6043,230328;0;81,92538897;4285,714286
ASUS TUF Dash F15;ASUS;141500;24;4491,934191;0;46,75459559;2142,857143
HP 15;HP;82999;64;3279,528958;0;11,27864112;4285,714286
Lenovo ThinkPad P16 Gen 1;Lenovo;189900;32;5069,147109;0;93,69565217;2142,857143
HP Pavilion 15;HP;172999;32;3979,729698;0;28,75459559;8571,428571
MSI Titan GT77;MSI;493900;128;6233,667213;0;94,73457088;4285,714286
Dell Inspiron 3520;Dell;81599;16;3979,729698;0;28,75459559;2142,857143
Lenovo ThinkPad P15v Gen 3;Lenovo;163900;16;3962,122435;0;28,75459559;1097,142857
Dell XPS 9520;Dell;229900;64;4877,7027;0;30,95941742;4285,714286
MSI GF63 Thin;MSI;74900;16;3133,962693;0;28,75459559;548,5714286
HP 17;HP;190900;16;3540,616004;0;11,54554906;8571,428571
HP 250 G9;HP;99900;64;3979,729698;0;28,75459559;4285,714286
ASUS VivoBook 14;ASUS;48999;8;1937,877141;19,33883727;13,20059122;1097,142857
MSI Stealth 17 Studio;MSI;389900;64;5209,731613;0;77,71559443;4285,714286
Apple MacBook Pro 16;Apple;224900;16;0;0;62,05944829;1097,142857
MSI GF63 Thin;MSI;82888;16;3675,572492;0;46,75459559;2142,857143
MSI GF65 Thin;MSI;103900;16;3300,890712;0;46,75459559;1097,142857
ASUS ROG Flow X16;ASUS;331999;64;0;0;69,11684783;4285,714286
ASUS ROG Flow X16;ASUS;279999;32;0;0;69,11684783;4285,714286
ASUS ROG Flow X16;ASUS;244999;32;0;0;69,11684783;2142,857143
ASUS ROG Flow X13;ASUS;108790;16;0;0;49,86607143;2142,857143
ASUS VivoBook 15;ASUS;54999;8;3059,796176;0;28,75459559;548,5714286
ASUS VivoBook 15;ASUS;77999;36;3279,528958;0;28,75459559;2142,857143
Acer Aspire 3;Acer;46900;12;0;7,307845952;28,75459559;1097,142857
ASUS ROG Strix G16;ASUS;199900;64;5157,914468;0;52,6392663;8571,428571
ASUS ROG Strix G16;ASUS;162670;64;5157,914468;0;52,6392663;2142,857143
Lenovo IdeaPad 3 14;Lenovo;54900;8;3138,054716;0;32,40413851;548,5714286
ASUS TUF Dash F15;ASUS;124900;16;4491,934191;0;66,68834842;1097,142857
ASUS TUF Dash F15;ASUS;124900;16;4491,934191;0;66,68834842;1097,142857
Lenovo IdeaPad 5 Pro 16;Lenovo;82999;8;3811,785213;0;46,61684783;2142,857143
ASUS VivoBook 16X;ASUS;99900;24;764,2041934;0;30,1392663;2142,857143
Dell Inspiron 3511;Dell;61900;16;3279,528958;0;28,75459559;466,6666667
HP 17;HP;79099;12;3773,52246;0;11,54554906;4285,714286
HP 17;HP;88999;16;3773,52246;0;11,54554906;4285,714286
LG Gram 17;LG;165900;16;4180,505353;0;43,3539604;1097,142857
Lenovo ThinkPad P14s Gen 2;Lenovo;141443;32;3541,147462;0;32,40413851;4285,714286
HP Victus 16;HP;201900;8;3811,785213;0;27,84613832;4285,714286
HP 17;HP;113999;32;3138,054716;0;11,54554906;4285,714286
HP 17;HP;137900;32;3979,729698;0;25,98752411;8571,428571
Lenovo ThinkPad P15 Gen 2;Lenovo;249999;64;4084,383139;0;28,75459559;137,1428571
HP Pavilion 15;HP;141900;64;4233,092812;0;28,75459559;4285,714286
HP Pavilion 15;HP;119900;32;3940,228791;0;28,75459559;4285,714286
HP 15;HP;77999;8;3059,796176;0;11,27864112;2142,857143
ASUS TUF Gaming A17;ASUS;183900;32;4346,787533;0;43,98752411;4285,714286
Lenovo ThinkPad L14 Gen 2;Lenovo;106999;16;0;0;32,40413851;2142,857143
HP ZBook Power G10;HP;315830;32;5209,731613;0;44,18834842;2142,857143
HP 17;HP;84900;16;3279,528958;0;25,98752411;2142,857143
Lenovo ThinkPad L14 Gen 2;Lenovo;87900;8;3279,528958;0;32,40413851;548,5714286
HP EliteBook 840 G8;HP;135400;16;3279,528958;0;32,40413851;2142,857143
Lenovo ThinkPad L14 Gen 2;Lenovo;79999;32;0;0;32,40413851;4285,714286
MSI GF63 Thin;MSI;105888;16;4084,383139;0;46,75459559;2142,857143
HP 17;HP;112900;64;4233,092812;0;25,98752411;933,3333333
HP 15;HP;168500;16;3279,528958;0;11,27864112;466,6666667
HP Pavilion 15;HP;119999;16;3979,729698;0;28,75459559;1097,142857
HP 250 G9;HP;69694;8;3801,171177;0;28,75459559;548,5714286
MSI Titan GT77;MSI;766499;128;6233,667213;0;94,73457088;17142,85714
HP 17;HP;109900;16;3979,729698;0;25,98752411;1097,142857
ASUS ROG Strix SCAR 17;ASUS;444500;32;6427,280758;0;77,71559443;8571,428571
Lenovo ThinkPad P16s Gen 1;Lenovo;173999;20;4180,505353;0;30,1392663;2142,857143
HP 14;HP;24900;4;1810,088487;2,637128693;11,52745777;137,1428571
HP 15;HP;55900;8;3704,222483;0;28,75459559;548,5714286
Acer Nitro 5;Acer;164999;64;4084,383139;0;46,75459559;1097,142857
Acer Nitro 5;Acer;103499;8;4084,383139;0;46,75459559;1097,142857
Lenovo ThinkPad P15v Gen 2;Lenovo;163499;32;4084,383139;0;88,28478507;2142,857143
HP ENVY 16;HP;226900;64;5209,731613;0;59,47399068;8571,428571
AORUS 17X;Aorus;508900;32;4681,425152;0;90,27323839;8571,428571
HP OMEN 17;HP;227900;32;5139,135439;0;61,64416586;1097,142857
HP OMEN 16;HP;309900;64;4036,075533;0;45,84613832;4285,714286
HP OMEN 16;HP;185900;32;5139,135439;0;84,83353837;2142,857143
MSI Raider GE77;MSI;396900;64;5069,147109;0;90,27323839;2142,857143
MSI Summit E16 Flip;MSI;103999;16;3577,845362;0;46,61684783;2142,857143
LG gram 17;LG;109999;16;4442,097379;0;43,3539604;1097,142857
HP 15;HP;144900;16;3279,528958;0;11,27864112;2142,857143
Dell Inspiron 3520;Dell;142999;32;3979,729698;0;41,61173845;4285,714286
Dell G16 7630;Dell;241900;32;6008,136783;0;69,11684783;4285,714286
Acer Aspire 5;Acer;83900;24;3924,666866;0;28,75459559;1097,142857
ASUS ROG Strix G15;ASUS;125999;32;3553,238314;0;46,75459559;1097,142857
Acer Predator Helios 300;Acer;194900;64;4084,383139;0;46,75459559;4285,714286
HP 17;HP;102900;32;3966,329123;0;25,98752411;4285,714286
HP 17;HP;86900;24;3966,329123;0;25,98752411;2142,857143
MSI Cyborg 15;MSI;152900;64;4491,934191;0;46,75459559;8571,428571
LG gram 13;LG;74900;8;2997,396818;0;34,48901403;1097,142857
HP ProBook 440 G9;HP;98900;32;3801,171177;0;32,40413851;2142,857143
HP Pavilion 15;HP;109900;64;4233,092812;0;28,75459559;4285,714286
HP 17;HP;99900;16;3940,228791;0;11,54554906;1097,142857
HP ProBook 440 G9;HP;153999;64;3979,729698;0;32,40413851;2142,857143
HP 17;HP;151400;64;3979,729698;0;25,98752411;2142,857143
AORUS 15P;Aorus;362900;32;4084,383139;0;80,18316702;8571,428571
HP ZBook Firefly 16 G9;HP;264400;64;4180,505353;0;30,1392663;1097,142857
HP ZBook Firefly 16 G9;HP;242400;32;4180,505353;0;30,1392663;4285,714286
HP ZBook Firefly 16 G9;HP;227400;32;4180,505353;0;30,1392663;2142,857143
MSI Vector GP68;MSI;235900;32;4814,25426;0;48,1392663;2142,857143
HP 15;HP;131500;16;3279,528958;0;11,27864112;1097,142857
HP ENVY x360 15;HP;84900;8;3966,329123;0;28,75459559;1097,142857
Acer Swift X;Acer;99900;16;3924,666866;0;32,40413851;4285,714286
Acer Nitro 5;Acer;133999;16;4084,383139;0;46,75459559;466,6666667
Acer Nitro 5;Acer;134499;16;4084,383139;0;46,75459559;466,6666667
HP 14;HP;34888;16;1995,100202;2,637128693;11,52745777;137,1428571
Acer Predator Triton 500 SE;Acer;216499;32;4084,383139;0;69,11684783;1097,142857
ASUS ROG Strix SCAR 17;ASUS;397900;64;6427,280758;0;77,71559443;4285,714286
HP Spectre x360 16;HP;159900;16;4681,425152;0;63,18858696;2142,857143
Lenovo ThinkPad P16 Gen 1;Lenovo;229900;64;5069,147109;0;93,69565217;8571,428571
Lenovo IdeaPad 3 14;Lenovo;27495;8;3059,796176;0;13,20059122;548,5714286
HP ProBook 640 G5;HP;55000;8;2736,630995;11,87519483;32,40413851;548,5714286
Lenovo ThinkPad T490s;Lenovo;149999;8;2893,022881;11,87519483;32,40413851;2142,857143
MSI GF63 Thin;MSI;74900;12;3133,962693;0;28,75459559;548,5714286
HP ZBook Fury 15 G8;HP;221999;64;4037,036693;0;28,75459559;2142,857143
HP ZBook Fury 15 G8;HP;177999;64;4037,036693;0;28,75459559;1097,142857
Lenovo IdeaPad 3i 15;Lenovo;82999;16;3801,171177;0;28,75459559;1097,142857
Lenovo ThinkPad P14s Gen 2;Lenovo;124900;24;3541,147462;0;32,40413851;2142,857143
MSI Cyborg 15;MSI;177900;64;4653,218538;0;46,75459559;8571,428571
MSI Cyborg 15;MSI;130900;32;0;0;46,75459559;2142,857143
ASUS TUF Dash F15;ASUS;112888;32;0;0;46,75459559;2142,857143
HP ENVY 16;HP;226999;48;6008,136783;0;59,47399068;8571,428571
ASUS Vivobook 17X;ASUS;114999;40;4036,075533;0;25,98752411;8571,428571
HP 17;HP;81999;12;3059,796176;0;11,54554906;1097,142857
Acer Aspire 3;Acer;34999;8;3059,796176;0;28,75459559;548,5714286
HP 14;HP;29999;16;1995,100202;2,637128693;11,52745777;137,1428571
HP 15;HP;53499;8;3059,796176;0;11,27864112;548,5714286
Lenovo ThinkPad P16 Gen 1;Lenovo;249900;64;5069,147109;0;93,69565217;8571,428571
Lenovo IdeaPad 1 15;Lenovo;19595;4;2227,802569;9,369394843;12,67922794;274,2857143
HP 17;HP;93499;32;3138,054716;0;25,98752411;2142,857143
Dell XPS 9520;Dell;251900;32;4681,425152;0;30,95941742;4285,714286
ASUS ROG Zephyrus G14;ASUS;195400;32;5058,005254;0;78,02364865;2142,857143
HP ENVY 16;HP;164999;32;5209,731613;0;59,47399068;2142,857143
HP 15;HP;65999;12;3138,054716;0;28,75459559;1097,142857
HP OMEN 17;HP;181900;16;4681,425152;0;43,98752411;4285,714286
HP 17;HP;221500;64;3279,528958;0;11,54554906;4285,714286
Dell G15 5520;Dell;144900;16;4681,425152;0;41,61173845;1097,142857
ASUS TUF Gaming A15;ASUS;415900;64;5058,005254;0;46,75459559;17142,85714
HP 15;HP;90999;32;3059,796176;0;11,27864112;1097,142857
HP Spectre x360 16;HP;202999;16;4814,25426;0;63,18858696;4285,714286
Lenovo Yoga 7i 14;Lenovo;74999;8;3966,329123;0;44,54919764;1097,142857
LG gram 16;LG;164900;16;4180,505353;0;46,61684783;2142,857143
Lenovo ThinkPad P16s Gen 1;Lenovo;175999;40;4180,505353;0;30,1392663;2142,857143
ASUS VivoBook 15;ASUS;64900;8;2482,502377;0;28,75459559;1097,142857
Lenovo ThinkPad P16s Gen 1;Lenovo;184999;40;4180,505353;0;30,1392663;2142,857143
HP ZBook Studio x360 G5;HP;109900;8;1226,043229;13,6163415;28,75459559;548,5714286
HP Victus 15;HP;83999;12;0;0;46,75459559;1097,142857
ASUS TUF Dash F15;ASUS;184900;64;4491,934191;0;46,75459559;1097,142857
Lenovo 14e Chromebook;Lenovo;20640;4;0;6,21573479;13,20059122;68,57142857
Dell XPS 9520;Dell;359900;16;4877,7027;0;30,95941742;4285,714286
ASUS ROG Flow X13;ASUS;106999;16;0;0;49,86607143;2142,857143
ASUS TUF Dash F15;ASUS;146000;40;4491,934191;0;46,75459559;2142,857143
Lenovo IdeaPad 330S 15;Lenovo;34500;4;1301,721493;11,87519483;11,27864112;274,2857143
Lenovo ThinkPad X13 Gen 1;Lenovo;74828;16;3002,636478;0;34,48901403;1097,142857
Lenovo IdeaPad 5 15;Lenovo;59999;8;3021,494571;0;28,75459559;548,5714286
HP 15;HP;44900;8;3138,054716;0;12,67922794;548,5714286
HP 245 G8;HP;36900;8;2091,173904;11,04833338;11,52745777;274,2857143
ASUS VivoBook 15 F512;ASUS;54900;8;2482,502377;0;12,67922794;1097,142857
Acer Predator Helios 300 (PH315-52);Acer;114500;16;3236,105222;0;46,75459559;1097,142857
HP Pavilion Gaming 15 2019;HP;77960;8;2375,457837;0;28,75459559;548,5714286
Lenovo ThinkPad X13 Gen 1;Lenovo;140522;16;3262,351577;0;34,48901403;1097,142857
HP ZBook Firefly 15 G7;HP;244767;32;3016,178006;0;28,75459559;1097,142857
HP 15 (15-da0041dx);HP;74900;12;2186,094685;11,87519483;11,27864112;1097,142857
HP 15;HP;63900;16;3279,528958;0;11,27864112;1097,142857
Lenovo ThinkPad E15 Gen 3;Lenovo;87510;16;3370,678745;0;28,75459559;2142,857143
LG gram 17;LG;140799;16;4442,097379;0;43,3539604;4285,714286
ASUS TUF Dash F15;ASUS;228900;64;4491,934191;0;46,75459559;8571,428571
HP 15;HP;67656;32;3059,796176;0;11,27864112;2142,857143
Dell G16 7620;Dell;206900;64;4681,425152;0;69,11684783;8571,428571
Dell G16 7630;Dell;246900;48;6008,136783;0;69,11684783;4285,714286
HP EliteBook 650 G9;HP;87609;8;3801,171177;0;28,75459559;548,5714286
HP OMEN 17;HP;249900;32;4681,425152;0;43,98752411;8571,428571
ASUS TUF Dash F15;ASUS;129900;40;3668,637276;0;46,75459559;2142,857143
ASUS Vivobook 15;ASUS;64900;16;0;0;28,75459559;2142,857143
ASUS TUF Gaming A17;ASUS;176999;32;4346,787533;0;43,98752411;2142,857143
MSI Raider GE78 HX Smart Touchpad;HP;269900;32;6233,667213;0;81,92538897;4285,714286
MSI Creator M16;MSI;189900;16;4653,218538;0;46,61684783;2142,857143
HP EliteBook 655 G10;HP;125000;16;3940,228791;0;28,75459559;1097,142857
ASUS ROG Strix G16;ASUS;192999;24;5157,914468;0;52,6392663;2142,857143
ASUS ROG Strix G15;ASUS;175999;64;3553,238314;0;46,75459559;8571,428571
ASUS VivoBook 15;ASUS;58999;12;3059,796176;0;28,75459559;548,5714286
HP 14;HP;29900;8;1810,088487;2,637128693;11,52745777;137,1428571
Acer Aspire 5;Acer;113900;8;3540,616004;0;28,75459559;466,6666667
Acer Nitro 5;Acer;245999;64;4300,124315;0;66,68834842;2142,857143
HP 15;HP;206999;64;3540,616004;0;11,27864112;8571,428571
Lenovo ThinkPad L14 Gen 2;Lenovo;89999;64;0;0;32,40413851;4285,714286
Acer Aspire 5;Acer;95900;8;3540,616004;0;28,75459559;233,3333333
HP 15;HP;154999;64;3540,616004;0;11,27864112;1097,142857
Dell Latitude 5430;Dell;96399;8;3801,171177;0;11,52745777;548,5714286
Dell Latitude 5430;Dell;79999;32;3801,171177;0;32,40413851;2142,857143
MSI Katana 15;MSI;336999;16;4491,934191;0;46,75459559;17142,85714
HP 17;HP;150900;8;3279,528958;52,01423462;25,98752411;4285,714286
ASUS TUF Gaming A17;ASUS;154999;64;3218,115158;0;43,98752411;2142,857143
ASUS VivoBook Pro 14;ASUS;62900;8;3344,807362;0;99,230514;1097,142857
HP 15;HP;147999;64;4180,505353;0;28,75459559;1097,142857
MSI Titan GT77;MSI;487900;64;6233,667213;0;94,73457088;4285,714286
Lenovo IdeaPad 3i 15;Lenovo;94900;24;3801,171177;0;28,75459559;2142,857143
MSI Sword 15;MSI;240999;32;4491,934191;0;46,75459559;4285,714286
ASUS TUF Gaming A17;ASUS;236900;32;4346,787533;0;43,98752411;8571,428571
HP Pavilion 15;HP;119999;16;3979,729698;35,83013859;28,75459559;1097,142857
MSI Cyborg 15;MSI;125900;16;4491,934191;0;46,75459559;2142,857143
HP 15;HP;56900;16;3279,528958;0;28,75459559;1097,142857
Acer Aspire 5;Acer;86900;12;3540,616004;0;28,75459559;1097,142857
Dell XPS 9520;Dell;219900;16;4681,425152;0;30,95941742;2142,857143
Lenovo IdeaPad 3i 15;Lenovo;58900;12;3279,528958;0;28,75459559;1097,142857
Lenovo IdeaPad 3i 15;Lenovo;79900;16;3801,171177;0;28,75459559;4285,714286
Lenovo IdeaPad 3i 15;Lenovo;63999;24;3801,171177;0;28,75459559;1097,142857
Lenovo ThinkPad E15 Gen 4;Lenovo;132499;40;3924,666866;0;28,75459559;2142,857143
HP 14;HP;48900;8;3279,528958;0;11,52745777;548,5714286
ASUS ROG Flow X13;ASUS;313900;32;5058,005254;0;81,60714286;4285,714286
ASUS VivoBook 15;ASUS;68399;12;3279,528958;0;28,75459559;548,5714286
MSI Katana GF66;MSI;127900;16;4084,383139;0;46,75459559;2142,857143
Acer Aspire 5;Acer;93500;16;3279,528958;0;32,40413851;933,3333333
Acer Aspire 5;Acer;89500;12;3279,528958;0;32,40413851;233,3333333
Acer Aspire 5;Acer;81500;12;3279,528958;0;32,40413851;466,6666667
Acer Nitro 5;Acer;159900;16;4300,124315;0;66,68834842;4285,714286
HP OMEN 17;HP;266900;40;5438,961012;0;61,64416586;8571,428571
GIGABYTE AERO 16;Gigabyte;528900;64;4681,425152;0;129,5652174;17142,85714
GIGABYTE AERO 16;Gigabyte;245900;64;4681,425152;0;129,5652174;4285,714286
GIGABYTE AERO 16;Gigabyte;197900;16;4681,425152;0;129,5652174;4285,714286
Dell Inspiron 7620 2-in-1;Dell;126900;12;4180,505353;0;30,1392663;1097,142857
HP 17;HP;62999;8;612,3282582;0;11,54554906;548,5714286
Acer Aspire 3;Acer;79900;20;3279,528958;0;25,98752411;1097,142857
HP ENVY 16;HP;169999;32;5209,731613;0;59,47399068;4285,714286
HP 17;HP;98499;32;612,3282582;0;11,54554906;4285,714286
ASUS Vivobook S 16X;ASUS;109900;16;4681,425152;0;30,1392663;1097,142857
